Year,FIPS,Crop,WaterManagement,yield_kgHa,yield_kcalHa,yield_kgHa_detrended,yield_kcalHa_detrended,management_records
1996,20103,Corn,Irrigated,9459.097237030664,33873.02720580681,12635.144484500815,45246.45239899742,2
1997,20103,Corn,Irrigated,9961.239094338198,35671.19719682509,13143.563115024692,47067.09951490342,2
1998,20103,Corn,Irrigated,8774.928956449152,31423.020593044417,11436.280800179076,40953.32154544127,2
1999,20103,Corn,Irrigated,8366.93869738678,29962.00747534206,10777.21961246294,38593.22343222978,2
2000,20103,Corn,Irrigated,9929.855228256478,35558.81157238645,12635.144484500815,45246.45239899742,2
2001,20103,Corn,Irrigated,9471.650783463354,33917.98145558227,11913.315564621234,42661.58303690864,2
2002,20103,Corn,Irrigated,8266.510325925272,29602.373477138397,10275.077755155406,36795.05344121151,2
2003,20103,Corn,Irrigated,9113.874710131737,32636.785336981746,11197.763417958002,40099.190799707605,2
2004,20103,Corn,Irrigated,12026.29748251543,43066.17128488776,14612.32804764923,52326.74673863189,2
2005,20103,Corn,Irrigated,10312.738394453472,36929.916190537886,12390.350329063394,44369.844528376016,2
2006,20103,Corn,Irrigated,10921.585396438855,39110.19730464754,12974.0902381834,46460.21714293476,2
2007,20103,Corn,Irrigated,10959.24603573692,39245.06005397391,12879.938639938237,46123.06026961882,2
2008,20103,Corn,Irrigated,10695.621560650468,38301.02080868932,12434.287741577802,44527.18440259011,2
2009,20103,Corn,Irrigated,11022.013767900364,39469.831302851206,12672.80512379888,45381.31514832379,2
2010,20103,Corn,Irrigated,8768.652183232805,31400.543468156677,9973.792640770887,35716.15144660055,2
2011,20103,Corn,Irrigated,8279.063872357961,29647.32772691386,9321.008226271091,33378.530458276786,2
2012,20103,Corn,Irrigated,9998.8997336362645,35806.059946151465,11141.272459010905,39896.896675718046,2
2013,20103,Corn,Irrigated,10588.916415972615,37918.90968559794,11674.798182400156,41807.45229117496,2
2014,20103,Corn,Irrigated,12465.671607659522,44639.57002702875,13608.044333034162,48730.40675659534,2
2015,20103,Corn,Irrigated,10570.086096323585,37851.47831093475,11417.450480530048,40885.8901707781,2
2016,20103,Corn,Irrigated,10149.542290828524,36345.510943456946,10858.817664275412,38885.42605577026,2
2017,20103,Corn,Irrigated,12471.948380875863,44662.04715191647,13206.330847188134,47291.87076378071,2
2018,20103,Corn,Irrigated,12089.06521467887,43290.94253376503,12679.081897015223,45403.79227321152,2
2019,20103,Corn,Irrigated,9728.998485333464,34839.54357597913,10105.604878314114,36188.17106924284,2
2020,20103,Corn,Irrigated,12045.127802164465,43133.60265955094,12390.350329063394,44369.844528376016,2
2021,20103,Corn,Irrigated,12227.154225438444,43785.43928129507,12459.394834443176,44617.09290214102,2
1990,20103,Corn,Non-Irrigated,6063.362926988468,21712.9026415457,9503.034649545074,34030.36708002091,2
1991,20103,Corn,Non-Irrigated,4487.892849686082,16071.144294725858,6910.727311194931,24747.314501389046,2
1992,20103,Corn,Non-Irrigated,7845.966520430214,28096.406109660595,11888.20847175586,42571.67453735773,2
1993,20103,Corn,Non-Irrigated,3540.1000940181116,12677.098436678858,5272.489501729104,18880.78490569192,2
1994,20103,Corn,Non-Irrigated,6163.791298449975,22072.53663974936,9038.553431535604,32367.059838329,2
1995,20103,Corn,Non-Irrigated,5762.077812603949,20634.00064693474,8316.724511656026,29782.19047624023,2
1996,20103,Corn,Non-Irrigated,6785.191846868048,24297.77200363448,9641.123660304644,34524.86382755094,2
1997,20103,Corn,Non-Irrigated,6716.147341488262,24050.523629869465,9396.329504867224,33648.255956929526,2
1998,20103,Corn,Non-Irrigated,6797.745393300736,24342.726253409935,9364.945638785504,33535.870332490886,2
1999,20103,Corn,Non-Irrigated,4494.1696229024255,16093.621419613586,6101.023566286533,21847.765390872075,2
2000,20103,Corn,Non-Irrigated,7249.673064877517,25961.07924532639,9697.614619251744,34727.15795154049,2
2001,20103,Corn,Non-Irrigated,5818.568771551047,20836.294770924294,7670.216870372576,27467.046612804195,2
2002,20103,Corn,Non-Irrigated,2943.806638465416,10541.771572344654,3822.5548887536,13688.56905662664,2
2003,20103,Corn,Non-Irrigated,4356.080612142854,15599.12467208356,5580.0513893299685,19982.164025190617,2
2004,20103,Corn,Non-Irrigated,9785.489444280562,35041.83769996869,12358.966462981673,44257.45890393737,2
2005,20103,Corn,Non-Irrigated,6170.068071666319,22095.01376463709,7689.047190021609,27534.47798746738,2
2006,20103,Corn,Non-Irrigated,5630.265575060721,20161.981024292443,6923.28085762762,24792.26875116451,2
2007,20103,Corn,Non-Irrigated,7500.743993531284,26860.16424083553,9095.044390482704,32569.353962318557,2
2008,20103,Corn,Non-Irrigated,7858.520066862901,28141.36035943605,9408.883051299912,33693.210206704985,2
2009,20103,Corn,Non-Irrigated,9025.999885102918,32322.105588553542,10664.237694568748,38188.63518425068,2
2010,20103,Corn,Non-Irrigated,6013.148741257715,21533.08564244388,7011.155682656439,25106.94849959271,2
2011,20103,Corn,Non-Irrigated,5699.310080440506,20409.22939805745,6565.504784296002,23511.072632563984,2
2012,20103,Corn,Non-Irrigated,2937.5298652490715,10519.294447456925,3339.2433510950987,11957.830440271548,2
2013,20103,Corn,Non-Irrigated,7312.440797040958,26185.85049420367,8216.29614019452,29422.556478036575,2
2014,20103,Corn,Non-Irrigated,9383.775958434537,33603.30170715407,10413.16676591498,37289.55018874154,2
2015,20103,Corn,Non-Irrigated,8498.750934930007,30434.027097984355,9314.73145305475,33356.053333389056,2
2016,20103,Corn,Non-Irrigated,7538.404632829349,26995.0269901619,8166.081954463765,29242.73947893474,2
2017,20103,Corn,Non-Irrigated,9044.83020475195,32389.53696321673,9685.061072819057,34682.20370176504,2
2018,20103,Corn,Non-Irrigated,7174.351786281387,25691.353746673645,7588.618818560102,27174.843989263725,2
2019,20103,Corn,Non-Irrigated,7588.618818560102,27174.843989263725,7940.118118675376,28433.56298297652,2
2020,20103,Corn,Non-Irrigated,9471.650783463354,33917.98145558227,9798.04299071325,35086.79194974415,2
2021,20103,Corn,Non-Irrigated,8498.750934930007,30434.027097984355,8693.330904636676,31130.817969503936,2
1990,20117,Corn,Irrigated,7029.986002305472,25174.379874255897,13501.339188356307,48348.29563350394,2
1991,20117,Corn,Irrigated,5730.693946522228,20521.6150224961,10708.175107083154,38345.97505846478,2
1992,20117,Corn,Irrigated,7977.77875797344,28568.42573230289,14511.89967618772,51967.11274042822,2
1993,20117,Corn,Irrigated,4280.7593335467245,15329.39917343082,7582.342045343757,27152.366864375996,2
1994,20117,Corn,Irrigated,8009.162624055161,28680.81135674153,13834.008168822553,49539.58325255355,2
1995,20117,Corn,Irrigated,7036.262775521815,25196.856999143616,11856.82460567414,42459.28891291909,2
1996,20117,Corn,Irrigated,9766.65912463153,34974.40632530551,16068.539433841075,57541.43971258489,2
1997,20117,Corn,Irrigated,8768.652183232805,31400.543468156677,14085.07909747632,50438.6682480627,2
1998,20117,Corn,Irrigated,9051.106977968291,32412.014088104457,14210.614561803202,50888.21074581727,2
1999,20117,Corn,Irrigated,8636.839945689577,30928.523845514377,13256.545032918888,47471.68776288254,2
2000,20117,Corn,Irrigated,8730.99154393474,31265.680718830303,13105.902475726629,46932.23676557705,2
2001,20117,Corn,Irrigated,9440.266917381632,33805.595831143626,13871.668808120616,49674.44600187992,2
2002,20117,Corn,Irrigated,8015.439397271506,28703.288481629264,11530.43239842424,41290.4784187572,2
2003,20117,Corn,Irrigated,8806.312822530872,31535.40621748305,12409.180648712423,44437.27590303919,2
2004,20117,Corn,Irrigated,11988.636843217366,42931.30853556139,16558.127744715923,59294.65545382772,2
2005,20117,Corn,Irrigated,12007.467162866398,42998.73991022457,16256.8426303314,58215.75345921674,2
2006,20117,Corn,Irrigated,9860.810722876691,35311.56319862143,13093.34892929394,46887.2825158016,2
2007,20117,Corn,Irrigated,10501.041590943796,37604.22993716973,13677.088838413949,48977.65513036034,2
2008,20117,Corn,Irrigated,10846.264117842728,38840.471805994806,13865.392034904273,49651.9688769922,2
2009,20117,Corn,Irrigated,12384.073555847048,44347.36740348828,15541.290483668166,55653.3612220157,2
2010,20117,Corn,Irrigated,9892.194588958411,35423.94882306008,12195.770359356724,43673.05365685643,2
2011,20117,Corn,Irrigated,10821.157024977349,38750.56330644389,13105.902475726629,46932.23676557705,2
2012,20117,Corn,Irrigated,9289.624360189371,33266.14483383814,11053.397633982084,39582.21692728984,2
2013,20117,Corn,Irrigated,12013.74393608274,43021.2170351123,14053.695231394597,50326.28262362405,2
2014,20117,Corn,Irrigated,12723.019309529633,45561.13214742561,14637.435140514604,52416.6552381828,2
2015,20117,Corn,Irrigated,10770.942839246596,38570.74630734206,12183.216812924034,43628.09940708097,2
2016,20117,Corn,Irrigated,11298.191789419505,40458.82479791125,12572.376752337375,45021.68115012014,2
2017,20117,Corn,Irrigated,13356.973404380396,47831.32176108619,14631.15836729826,52394.17811329507,2
2018,20117,Corn,Irrigated,13890.49912776965,49741.87737654312,14976.380894197193,53630.41998212014,2
2019,20117,Corn,Irrigated,10074.221012232392,36075.7854448042,10695.621560650468,38301.02080868932,2
2020,20117,Corn,Irrigated,12697.912216664256,45471.22364787471,13275.37535256792,47539.11913754572,2
2021,20117,Corn,Irrigated,14223.16810823589,50933.16499559272,14643.711913730953,52439.13236307054,2
1990,20117,Corn,Non-Irrigated,4933.543748046517,17667.02016175458,8636.839945689577,30928.523845514377,2
1991,20117,Corn,Non-Irrigated,2950.08341168176,10564.248697232382,5052.802439157057,18094.08553462142,2
1992,20117,Corn,Non-Irrigated,7205.735652363107,25803.73937111229,12070.23489502984,43223.51115910186,2
1993,20117,Corn,Non-Irrigated,3345.5201243114425,11980.307565159275,5485.899791084805,19645.007151874684,2
1994,20117,Corn,Non-Irrigated,6885.620218329555,24657.40600183814,11053.397633982084,39582.21692728984,2
1995,20117,Corn,Non-Irrigated,5404.30173927233,19352.804528334214,8498.750934930007,30434.027097984355,2
1996,20117,Corn,Non-Irrigated,7067.6466416035355,25309.24262358226,10890.201530357135,38997.8116802089,2
1997,20117,Corn,Non-Irrigated,6816.575712949769,24410.15762807312,10293.90807480444,36862.4848158747,2
1998,20117,Corn,Non-Irrigated,7124.137600550634,25511.53674757182,10551.25577667455,37784.04693627157,2
1999,20117,Corn,Non-Irrigated,5950.381009094273,21308.31439356659,8649.393492122268,30973.47809528984,2
2000,20117,Corn,Non-Irrigated,6728.700887920951,24095.477879644925,9597.186247790236,34367.52395333684,2
2001,20117,Corn,Non-Irrigated,7507.020766747627,26882.64136572325,10513.595137376486,37649.1841869452,2
2002,20117,Corn,Non-Irrigated,1299.2920557832433,4652.7648517597945,1788.8803666580886,6405.980593002615,2
2003,20117,Corn,Non-Irrigated,2134.102893557018,7642.222461827681,2881.0389063019743,10317.00032346737,2
2004,20117,Corn,Non-Irrigated,9565.802381708516,34255.138328898196,12704.1889898806,45493.70077276243,2
2005,20117,Corn,Non-Irrigated,7412.869168502465,26545.48449240733,9678.78429960271,34659.72657687731,2
2006,20117,Corn,Non-Irrigated,5247.382408863726,18790.876406141,6734.9776611372945,24117.95500453265,2
2007,20117,Corn,Non-Irrigated,7293.610477391926,26118.41911954049,9208.026308376897,32973.94221029767,2
2008,20117,Corn,Non-Irrigated,8843.973461828937,31670.26896680942,10984.3531286023,39334.968553524835,2
2009,20117,Corn,Non-Irrigated,9051.106977968291,32412.014088104457,11065.951180414771,39627.171177065306,2
2010,20117,Corn,Non-Irrigated,6741.25443435364,24140.432129420384,8109.590995516667,29040.445354945183,2
2011,20117,Corn,Non-Irrigated,7431.699488151498,26612.915867070515,8806.312822530872,31535.40621748305,2
2012,20117,Corn,Non-Irrigated,4764.070871205226,17060.137789785913,5561.221069680935,19914.73265052743,2
2013,20117,Corn,Non-Irrigated,8919.294740425066,31939.99446546216,10249.970662290032,36705.144941660605,2
2014,20117,Corn,Non-Irrigated,8266.510325925272,29602.373477138397,9364.945638785504,33535.870332490886,2
2015,20117,Corn,Non-Irrigated,9741.552031766152,34884.49782575459,10871.371210708105,38930.38030554572,2
2016,20117,Corn,Non-Irrigated,8128.4213151657,29107.87672960837,8944.401833290443,32029.902965013076,2
2017,20117,Corn,Non-Irrigated,6126.13065915191,21937.67389042299,6647.102836108476,23803.275256104454,2
2018,20117,Corn,Non-Irrigated,7814.582654348492,27984.02048522195,8360.661924170434,29939.530350454323,2
2019,20117,Corn,Non-Irrigated,8429.706429550222,30186.778724219344,8894.18764755969,31850.085965911247,2
2020,20117,Corn,Non-Irrigated,10231.140342640998,36637.713566997416,10645.407374919714,38121.203809587496,2
2021,20117,Corn,Non-Irrigated,10287.631301588097,36840.007690986975,10563.80932310724,37829.001186047026,2
1990,20127,Corn,Irrigated,8128.4213151657,29107.87672960837,12603.760618419094,45134.06677455877,2
1991,20127,Corn,Irrigated,6772.63830043536,24252.817753859024,10331.568714102505,36997.34756520107,2
1992,20127,Corn,Irrigated,8938.125060074099,32007.425840125343,13413.464363327492,48033.61588507575,2
1993,20127,Corn,Irrigated,4487.892849686082,16071.144294725858,6628.272516459444,23735.84388144127,2
1994,20127,Corn,Irrigated,6804.022166517081,24365.20337829767,9892.194588958411,35423.94882306008,2
1995,20127,Corn,Irrigated,7055.093095170848,25264.288373806805,10099.328105097771,36165.69394435512,2
1996,20127,Corn,Irrigated,9885.917815742068,35401.47169817235,13934.436540284058,49899.21725075721,2
1997,20127,Corn,Irrigated,9703.891392468087,34749.63507642822,13476.232095490934,48258.38713395303,2
1998,20127,Corn,Irrigated,9528.141742410451,34120.275579571826,13036.857970346842,46684.98839181204,2
1999,20127,Corn,Irrigated,8913.017967208722,31917.51734057443,12020.020709299086,43043.69416000003,2
2000,20127,Corn,Irrigated,9126.428256564424,32681.739586757205,12126.725853976935,43425.8052830914,2
2001,20127,Corn,Irrigated,8523.858027795384,30523.93559753527,11166.37955187628,39986.80517526896,2
2002,20127,Corn,Irrigated,8128.4213151657,29107.87672960837,10501.041590943796,37604.22993716973,2
2003,20127,Corn,Irrigated,9885.917815742068,35401.47169817235,12597.483845202749,45111.58964967104,2
2004,20127,Corn,Irrigated,11630.860769885749,41650.11241696087,14618.604820865574,52349.22386351962,2
2005,20127,Corn,Irrigated,10513.595137376486,37649.1841869452,13043.134743563189,46707.46551669977,2
2006,20127,Corn,Irrigated,9772.935897847872,34996.88345019323,11963.529750351989,42841.40003601047,2
2007,20127,Corn,Irrigated,9653.677206737337,34569.818077326396,11662.244635967469,41762.49804139951,2
2008,20127,Corn,Irrigated,11505.325305558865,41200.5699192063,13721.026250928357,49134.99500457444,2
2009,20127,Corn,Irrigated,10858.817664275412,38885.42605577026,12785.787041693076,45785.9033963029,2
2010,20127,Corn,Irrigated,8279.063872357961,29647.32772691386,9628.570113871958,34479.90957777548,2
2011,20127,Corn,Irrigated,8944.401833290443,32029.902965013076,10268.800981939065,36772.576316323786,2
2012,20127,Corn,Irrigated,9634.8468870883,34502.38670266321,10927.8621696552,39132.67442953527,2
2013,20127,Corn,Irrigated,11109.88859292918,39784.5110512794,12453.118061226834,44594.6157772533,2
2014,20127,Corn,Irrigated,11768.949780645318,42144.60916449088,13030.581197130496,46662.51126692431,2
2015,20127,Corn,Irrigated,10293.90807480444,36862.4848158747,11266.807923337788,40346.439173472616,2
2016,20127,Corn,Irrigated,10224.863569424657,36615.236442109686,11059.674407198429,39604.69405217757,2
2017,20127,Corn,Irrigated,11612.030450236714,41582.68104229767,12415.45742192877,44459.75302792693,2
2018,20127,Corn,Irrigated,10758.389292813908,38525.79205756661,11373.513068015636,40728.55029656399,2
2019,20127,Corn,Irrigated,11084.781500063806,39694.60255172849,11586.923357371335,41492.77254274676,2
2020,20127,Corn,Irrigated,12296.19873081823,44032.68765506009,12710.465763096943,45516.17789765015,2
2021,20127,Corn,Irrigated,12528.439339822962,44864.34127590603,12804.617361342109,45853.33477096608,2
1990,20127,Corn,Non-Irrigated,4582.044447931245,16408.301168041788,6810.298939733425,24387.680503185395,2
1991,20127,Corn,Non-Irrigated,2278.4686775329337,8159.1963342454355,3339.2433510950987,11957.830440271548,2
1992,20127,Corn,Non-Irrigated,7695.323963237952,27556.955112355103,11109.88859292918,39784.5110512794,2
1993,20127,Corn,Non-Irrigated,4826.8386033686675,17284.909038663198,6873.066671896867,24612.45175206268,2
1994,20127,Corn,Non-Irrigated,6559.228011079658,23488.595507676255,9208.026308376897,32973.94221029767,2
1995,20127,Corn,Non-Irrigated,4600.874767580276,16475.73254270497,6370.9248145893325,22814.2817610444,2
1996,20127,Corn,Non-Irrigated,5372.9178731906095,19240.418903895577,7337.547889906336,26275.75899375459,2
1997,20127,Corn,Non-Irrigated,7513.297539963972,26905.11849061098,10124.435197963146,36255.60244390603,2
1998,20127,Corn,Non-Irrigated,5862.506184065455,20993.63464513839,7795.75233469946,27916.58911055877,2
1999,20127,Corn,Non-Irrigated,4939.820521262863,17689.497286642312,6483.906732483529,23218.87000902351,2
2000,20127,Corn,Non-Irrigated,4280.7593335467245,15329.39917343082,5548.667523248247,19869.77840075197,2
2001,20127,Corn,Non-Irrigated,4958.650840911895,17756.928661305497,6345.817721723955,22724.373261493485,2
2002,20127,Corn,Non-Irrigated,1249.0778700524895,4472.947852657966,1575.4700773023867,5641.758346819846,2
2003,20127,Corn,Non-Irrigated,3006.5743706288577,10766.54282122194,3753.5103833738135,13441.320682861626,2
2004,20127,Corn,Non-Irrigated,7601.17236499279,27219.79823903918,9364.945638785504,33535.870332490886,2
2005,20127,Corn,Non-Irrigated,5398.024966055987,19330.32740344649,6571.781557512346,23533.54975745171,2
2006,20127,Corn,Non-Irrigated,3740.956836941126,13396.366433086172,4500.44639611877,16116.098544501316,2
2007,20127,Corn,Non-Irrigated,5636.542348277065,20184.45814918017,6697.31702183923,23983.09225520628,2
2008,20127,Corn,Non-Irrigated,6201.45193774804,22207.39938907573,7287.333704175581,26095.941994652756,2
2009,20127,Corn,Non-Irrigated,8410.876109901188,30119.347349556156,9766.65912463153,34974.40632530551,2
2010,20127,Corn,Non-Irrigated,6019.42551447406,21555.56276733161,6910.727311194931,24747.314501389046,2
2011,20127,Corn,Non-Irrigated,1305.5688289995876,4675.241976647523,1481.3184790572243,5304.60147350392,2
2012,20127,Corn,Non-Irrigated,1631.9610362494843,5844.0524708094035,1832.8177791724977,6563.320467216714,2
2013,20127,Corn,Non-Irrigated,6471.353186050839,23173.915759248055,7186.905332714075,25736.3079964491,2
2014,20127,Corn,Non-Irrigated,6609.442196810411,23668.41250677808,7255.94983809386,25983.55637021411,2
2015,20127,Corn,Non-Irrigated,8178.635500896455,29287.693728710205,8881.634101127001,31805.13171613579,2
2016,20127,Corn,Non-Irrigated,6672.209928973853,23893.18375565537,7168.075013065042,25668.876621785916,2
2017,20127,Corn,Non-Irrigated,6923.28085762762,24792.26875116451,7362.654982771712,26365.6674933055,2
2018,20127,Corn,Non-Irrigated,1092.1585396438857,3911.0197304647545,1148.6494985909833,4113.313854454311,2
2019,20127,Corn,Non-Irrigated,6929.557630843964,24814.745876052235,7218.2891987957955,25848.693620887745,2
2020,20127,Corn,Non-Irrigated,8354.385150954091,29917.0532255666,8611.732852824201,30838.615345963462,2
2021,20127,Corn,Non-Irrigated,7406.59239528612,26523.007367519596,7557.234952478382,27062.458364825085,2
1990,20131,Corn,Irrigated,6257.942896695138,22409.69351306529,12748.126402395008,45651.04064697652,2
1991,20131,Corn,Irrigated,7864.796840079245,28163.837484323776,15528.736937235475,55608.40697224024,2
1992,20131,Corn,Irrigated,9295.901133405716,33288.62195872587,17813.482387984757,63790.08043137341,2
1993,20131,Corn,Irrigated,3759.7871565901582,13463.797807749355,6998.60213622375,25061.99424981725,2
1994,20131,Corn,Irrigated,8643.116718905922,30951.000970402103,15641.718855129671,56012.99522021935,2
1995,20131,Corn,Irrigated,5918.9971430125515,21195.928769127942,10419.443539131322,37312.02731362926,2
1996,20131,Corn,Irrigated,8235.12645984355,29489.987852699753,14116.46296355804,50551.05387250133,2
1997,20131,Corn,Irrigated,7481.913673882252,26792.732866172344,12490.778700524896,44729.47852657966,2
1998,20131,Corn,Irrigated,8699.60767785302,31153.295094391666,14160.400376072446,50708.39374671543,2
1999,20131,Corn,Irrigated,7193.182105930419,25758.78512133683,11423.72725374639,40908.36729566583,2
2000,20131,Corn,Irrigated,9277.070813756683,33221.190584062686,14380.087438644492,51495.09311778592,2
2001,20131,Corn,Irrigated,10256.247435506377,36727.62206654833,15522.460164019134,55585.92984735252,2
2002,20131,Corn,Irrigated,8919.294740425066,31939.99446546216,13193.777300755446,47246.91651400525,2
2003,20131,Corn,Irrigated,10055.39069258336,36008.35407014101,14543.283542269442,52079.49836486687,2
2004,20131,Corn,Irrigated,12553.54643268834,44954.24977545695,17756.99142903766,63587.78630738385,2
2005,20131,Corn,Irrigated,11379.789841231985,40751.02742145173,15754.700773023867,56417.58346819847,2
2006,20131,Corn,Irrigated,10978.076355385954,39312.4914286371,14882.229295952027,53293.26310880421,2
2007,20131,Corn,Irrigated,10877.647983924448,38952.85743043345,14442.855170807936,51719.86436666322,2
2008,20131,Corn,Irrigated,10507.318364160144,37626.707062057474,13670.812065197604,48955.17800547262,2
2009,20131,Corn,Irrigated,11373.513068015636,40728.55029656399,14505.622902971378,51944.6356155405,2
2010,20131,Corn,Irrigated,6822.8524861661135,24432.634752960857,8536.411574228072,30568.88984731073,2
2011,20131,Corn,Irrigated,10632.853828487025,38076.24955981204,13049.411516779532,46729.942641587506,2
2012,20131,Corn,Irrigated,11963.529750351989,42841.40003601047,14411.471304726214,51607.47874222457,2
2013,20131,Corn,Irrigated,12691.63544344791,45448.74652298697,15007.764760278911,53742.80560655878,2
2014,20131,Corn,Irrigated,14135.293283207073,50618.48524716452,16413.761960740005,58777.681581409954,2
2015,20131,Corn,Irrigated,12440.564514794143,44549.66152747783,14191.784242154168,50820.77937115407,2
2016,20131,Corn,Irrigated,12013.74393608274,43021.2170351123,13469.955322274587,48235.9100090653,2
2017,20131,Corn,Irrigated,14116.46296355804,50551.05387250133,15553.844030100856,55698.31547179117,2
2018,20131,Corn,Irrigated,13834.008168822553,49539.58325255355,14988.93444062988,53675.37423189559,2
2019,20131,Corn,Irrigated,11913.315564621234,42661.58303690864,12697.912216664256,45471.22364787471,2
2020,20131,Corn,Irrigated,13488.785641923623,48303.3413837285,14141.570056423418,50640.96237205226,2
2021,20131,Corn,Irrigated,13990.927499231157,50101.51137474677,14436.578397591593,51697.38724177549,2
1990,20131,Corn,Non-Irrigated,5824.84554476739,20858.77189581202,10519.871910592828,37671.66131183292,2
1991,20131,Corn,Non-Irrigated,3251.36852606628,11643.15069184335,5730.693946522228,20521.6150224961,2
1992,20131,Corn,Non-Irrigated,8065.653583002259,28883.10548073109,13884.222354553303,49719.40025165539,2
1993,20131,Corn,Non-Irrigated,3031.681463494234,10856.45132077285,5103.0166248878095,18273.902533723245,2
1994,20131,Corn,Non-Irrigated,6885.620218329555,24657.40600183814,11329.575655501229,40571.21042234989,2
1995,20131,Corn,Non-Irrigated,4839.392149801355,17329.863288438653,7789.475561483116,27894.111985671036,2
1996,20131,Corn,Non-Irrigated,8467.367068848287,30321.641473545715,13338.143084731362,47763.89038642301,2
1997,20131,Corn,Non-Irrigated,6546.67446464697,23443.6412579008,10099.328105097771,36165.69394435512,2
1998,20131,Corn,Non-Irrigated,7714.154282886985,27624.386487018295,11655.967862751122,41740.02091651177,2
1999,20131,Corn,Non-Irrigated,5328.980460676201,19083.07902968147,7889.903932944622,28253.74598387469,2
2000,20131,Corn,Non-Irrigated,7255.94983809386,25983.55637021411,10532.425457025518,37716.61556160838,2
2001,20131,Corn,Non-Irrigated,8279.063872357961,29647.32772691386,11787.780100294352,42212.04053915408,2
2002,20131,Corn,Non-Irrigated,1763.773273792712,6316.072093451701,2460.495100806915,8811.032955989564,2
2003,20131,Corn,Non-Irrigated,2447.9415543742266,8766.078706214106,3358.073670744131,12025.261814934733,2
2004,20131,Corn,Non-Irrigated,10199.756476559276,36525.32794255877,13727.3030241447,49157.47212946218,2
2005,20131,Corn,Non-Irrigated,6810.298939733425,24387.680503185395,9000.89279223754,32232.19708900263,2
2006,20131,Corn,Non-Irrigated,6013.148741257715,21533.08564244388,7808.305881132148,27961.54336033422,2
2007,20131,Corn,Non-Irrigated,7933.841345459031,28411.08585808879,10124.435197963146,36255.60244390603,2
2008,20131,Corn,Non-Irrigated,8925.57151364141,31962.471590349887,11197.763417958002,40099.190799707605,2
2009,20131,Corn,Non-Irrigated,9936.132001472824,35581.288697274176,12258.538091520166,43897.82490573371,2
2010,20131,Corn,Non-Irrigated,7011.155682656439,25106.94849959271,8505.02770814635,30456.50422287208,2
2011,20131,Corn,Non-Irrigated,8699.60767785302,31153.295094391666,10388.059673049602,37199.64168919063,2
2012,20131,Corn,Non-Irrigated,3998.304538811237,14317.92855348304,4695.026365825439,16812.8894160209,2
2013,20131,Corn,Non-Irrigated,9816.873310362282,35154.22332440733,11354.682748366604,40661.11892190081,2
2014,20131,Corn,Non-Irrigated,9019.723111886571,32299.628463665817,10268.800981939065,36772.576316323786,2
2015,20131,Corn,Non-Irrigated,10475.93449807842,37514.321437618826,11750.119460996286,42077.1777898277,2
2016,20131,Corn,Non-Irrigated,9044.83020475195,32389.53696321673,9992.622960419918,35783.58282126373,2
2017,20131,Corn,Non-Irrigated,5178.337903483941,18543.628032375993,5636.542348277065,20184.45814918017,2
2018,20131,Corn,Non-Irrigated,5040.2488927243685,18049.131284845964,5404.30173927233,19352.804528334214,2
2019,20131,Corn,Non-Irrigated,9321.008226271091,33378.530458276786,9854.533949660346,35289.0860737337,2
2020,20131,Corn,Non-Irrigated,11655.967862751122,41740.02091651177,12151.832946842313,43515.71378264232,2
2021,20131,Corn,Non-Irrigated,12013.74393608274,43021.2170351123,12346.41291654898,44212.5046541619,2
1990,20139,Corn,Irrigated,8172.358727680109,29265.21660382247,12478.225154092212,44684.52427680421,2
1991,20139,Corn,Irrigated,6728.700887920951,24095.477879644925,10111.88165153046,36210.648194130576,2
1992,20139,Corn,Irrigated,8881.634101127001,31805.13171613579,13143.563115024692,47067.09951490342,2
1993,20139,Corn,Irrigated,4512.999942551459,16161.052794276771,6578.058330728691,23556.02688233944,2
1994,20139,Corn,Irrigated,6691.040248622885,23960.61513031855,9603.46302100658,34390.001078224566,2
1995,20139,Corn,Irrigated,7029.986002305472,25174.379874255897,9942.408774689166,35603.7658221619,2
1996,20139,Corn,Irrigated,10074.221012232392,36075.7854448042,14041.141684961907,50281.32837384859,2
1997,20139,Corn,Irrigated,9760.382351415185,34951.92920041778,13407.187590111149,48011.13876018803,2
1998,20139,Corn,Irrigated,9603.46302100658,34390.001078224566,13005.47410426512,46572.6027673734,2
1999,20139,Corn,Irrigated,8913.017967208722,31917.51734057443,11900.762018188549,42616.62878713319,2
2000,20139,Corn,Irrigated,9270.79404054034,33198.71345917495,12208.323905789412,43718.00790663188,2
2001,20139,Corn,Irrigated,8517.58125457904,30501.45847264754,11065.951180414771,39627.171177065306,2
2002,20139,Corn,Irrigated,8115.867768733013,29062.92247983292,10400.61321948229,37244.59593896608,2
2003,20139,Corn,Irrigated,9791.766217496906,35064.314824856425,12384.073555847048,44347.36740348828,2
2004,20139,Corn,Irrigated,11561.816264505962,41402.86404319585,14430.301624375248,51674.91011688776,2
2005,20139,Corn,Irrigated,10155.819064044868,36367.988068344675,12509.609020173932,44796.909901242856,2
2006,20139,Corn,Irrigated,9666.230753170024,34614.77232710185,11756.396234212632,42099.65491471544,2
2007,20139,Corn,Irrigated,9641.123660304644,34524.86382755094,11580.646584154994,41470.29541785904,2
2008,20139,Corn,Irrigated,11511.602078775208,41223.04704409402,13651.98174554857,48887.74663080943,2
2009,20139,Corn,Irrigated,10821.157024977349,38750.56330644389,12679.081897015223,45403.79227321152,2
