Year,FIPS,spatial_scale,LandCover,area_m2,area_ha,area_prc,LandCoverGroup,Crop,irrigation_WaterUse_m,n_pdiv,fertilizer_kgHa,fertilizer_kgCrop,precip_m,precip_m_avg,tmin_C_avg,tmax_C_avg
2011,20127,county,Sorghum,18621000,1862.1,1.0284066903596192,all cult,Sorghum,NA,NA,112,208555.19999999998,0.7446185209612186,0.06205154341343488,6.70043355580925,20.68749104405311
2011,20127,county,Soybeans,158741100,15874.11,8.76700549245719,all cult,Soybeans,NA,NA,56,888950.16,0.7446185209612186,0.06205154341343488,6.70043355580925,20.68749104405311
2011,20127,county,Wheat,95093100,9509.31,5.251832890126003,all cult,Wheat,NA,NA,89,846328.59,0.7446185209612186,0.06205154341343488,6.70043355580925,20.68749104405311
2011,20131,county,Corn,402612300.00000006,40261.23,21.39070393508391,all cult,Corn,NA,NA,250,10065307.5,0.8105486283060164,0.06754571902550136,5.888447238780857,19.949809187429945
2011,20131,county,Developed,86405400.00000001,8640.54,4.590700109739567,developed,NA,NA,NA,NA,NA,0.8105486283060164,0.06754571902550136,5.888447238780857,19.949809187429945
2011,20131,county,Double Crop,4267800,426.78,0.22674728579864825,all cult,NA,NA,NA,NA,NA,0.8105486283060164,0.06754571902550136,5.888447238780857,19.949809187429945
2011,20131,county,Grass/Pasture/Shrubland,691330499.9999999,69133.04999999999,36.7302391079297,grassPastureHay,NA,NA,NA,NA,NA,0.8105486283060164,0.06754571902550136,5.888447238780857,19.949809187429945
2011,20131,county,Other Crops,14121000,1412.1,0.7502456588318833,all cult,NA,NA,NA,NA,NA,0.8105486283060164,0.06754571902550136,5.888447238780857,19.949809187429945
2011,20131,county,Sorghum,6050700.000000001,605.07,0.32147237503675924,all cult,Sorghum,NA,NA,112,67767.84000000001,0.8105486283060164,0.06754571902550136,5.888447238780857,19.949809187429945
2011,20131,county,Soybeans,425846700,42584.67,22.625142553847702,all cult,Soybeans,NA,NA,56,2384741.52,0.8105486283060164,0.06754571902550136,5.888447238780857,19.949809187429945
2011,20131,county,Wheat,38287800,3828.78,2.0342224868085395,all cult,Wheat,NA,NA,89,340761.42000000004,0.8105486283060164,0.06754571902550136,5.888447238780857,19.949809187429945
2011,20139,county,Corn,133761600,13376.16,7.225954002512632,all cult,Corn,NA,NA,250,3344040,0.8041763715276571,0.06701469762730476,7.097735898788684,20.91545877674401
2011,20139,county,Developed,96795900,9679.59,5.229024780144767,developed,NA,NA,NA,NA,NA,0.8041763715276571,0.06701469762730476,7.097735898788684,20.91545877674401
2011,20139,county,Double Crop,13256099.999999998,1325.61,0.7161096222885169,all cult,NA,NA,NA,NA,NA,0.8041763715276571,0.06701469762730476,7.097735898788684,20.91545877674401
2011,20139,county,Grass/Pasture/Shrubland,1077644700,107764.47,58.21559426062131,grassPastureHay,NA,NA,NA,NA,NA,0.8041763715276571,0.06701469762730476,7.097735898788684,20.91545877674401
2011,20139,county,Other Crops,2190600,219.06,0.118338707356253,all cult,NA,NA,NA,NA,NA,0.8041763715276571,0.06701469762730476,7.097735898788684,20.91545877674401
2011,20139,county,Sorghum,2492100,249.21,0.13462608080093036,all cult,Sorghum,NA,NA,112,27911.52,0.8041763715276571,0.06701469762730476,7.097735898788684,20.91545877674401
2011,20139,county,Soybeans,244814400,24481.44,13.225152760977204,all cult,Soybeans,NA,NA,56,1370960.64,0.8041763715276571,0.06701469762730476,7.097735898788684,20.91545877674401
2011,20139,county,Wheat,13455000,1345.5,0.7268544268594832,all cult,Wheat,NA,NA,89,119749.5,0.8041763715276571,0.06701469762730476,7.097735898788684,20.91545877674401
2011,20149,county,Corn,147926700,14792.67,6.671656652193274,all cult,Corn,0.2046177285469947,66,250,3698167.5,0.8056093796527182,0.06713411497105985,6.254162175727636,20.37671471509069
2011,20149,county,Developed,101246400,10124.64,4.566323848707643,developed,NA,NA,NA,NA,NA,0.8056093796527182,0.06713411497105985,6.254162175727636,20.37671471509069
2011,20149,county,Double Crop,1852200,185.22,0.08353625445029451,all cult,NA,NA,NA,NA,NA,0.8056093796527182,0.06713411497105985,6.254162175727636,20.37671471509069
2011,20149,county,Grass/Pasture/Shrubland,1376971200,137697.12,62.10291358056763,grassPastureHay,NA,NA,NA,NA,NA,0.8056093796527182,0.06713411497105985,6.254162175727636,20.37671471509069
2011,20149,county,Other Crops,13687200,1368.72,0.6173077539747711,all cult,NA,NA,NA,NA,NA,0.8056093796527182,0.06713411497105985,6.254162175727636,20.37671471509069
2011,20149,county,Sorghum,4590900,459.09,0.20705463262922852,all cult,Sorghum,NA,NA,112,51418.079999999994,0.8056093796527182,0.06713411497105985,6.254162175727636,20.37671471509069
2011,20149,county,Soybeans,172990800.00000003,17299.08,7.802075092517012,all cult,Soybeans,0.18336624630371626,55,56,968748.4800000001,0.8056093796527182,0.06713411497105985,6.254162175727636,20.37671471509069
2011,20149,county,Wheat,20868300,2086.83,0.9411832516710296,all cult,Wheat,NA,NA,89,185727.87,0.8056093796527182,0.06713411497105985,6.254162175727636,20.37671471509069
2011,20161,county,Corn,68681700,6868.17,4.308275447803663,all cult,Corn,0.23906039373461288,16,250,1717042.5,0.8002722217473202,0.06668935181227668,6.3203646699587726,20.557842628161136
2011,20161,county,Developed,127984500,12798.45,8.02822992222714,developed,NA,NA,NA,NA,NA,0.8002722217473202,0.06668935181227668,6.3203646699587726,20.557842628161136
2011,20161,county,Double Crop,9579600,957.96,0.6009105115304362,all cult,NA,NA,NA,NA,NA,0.8002722217473202,0.06668935181227668,6.3203646699587726,20.557842628161136
2011,20161,county,Grass/Pasture/Shrubland,799432199.9999999,79943.21999999999,50.14689676352895,grassPastureHay,NA,NA,NA,NA,NA,0.8002722217473202,0.06668935181227668,6.3203646699587726,20.557842628161136
2011,20161,county,Other Crops,13629600,1362.96,0.8549594876566072,all cult,NA,NA,NA,NA,NA,0.8002722217473202,0.06668935181227668,6.3203646699587726,20.557842628161136
2011,20161,county,Sorghum,24111000,2411.1,1.5124382378711374,all cult,Sorghum,NA,NA,112,270043.2,0.8002722217473202,0.06668935181227668,6.3203646699587726,20.557842628161136
2011,20161,county,Soybeans,137812500,13781.25,8.644722104293317,all cult,Soybeans,0.1655745248116707,11,56,771750,0.8002722217473202,0.06668935181227668,6.3203646699587726,20.557842628161136
2011,20161,county,Wheat,64239300,6423.93,4.029611948657267,all cult,Wheat,NA,NA,89,571729.77,0.8002722217473202,0.06668935181227668,6.3203646699587726,20.557842628161136
2011,20177,county,Corn,132732900.00000001,13273.29,9.11384692202733,all cult,Corn,0.19486033523143986,94,250,3318322.5,0.8026096640585739,0.06688413867154781,6.953190650821126,20.64072340255217
2011,20177,county,Developed,253800900,25380.09,17.426746129051395,developed,NA,NA,NA,NA,NA,0.8026096640585739,0.06688413867154781,6.953190650821126,20.64072340255217
2011,20177,county,Double Crop,2670299.9999999995,267.03,0.18335096600684211,all cult,NA,NA,NA,NA,NA,0.8026096640585739,0.06688413867154781,6.953190650821126,20.64072340255217
2011,20177,county,Grass/Pasture/Shrubland,683615699.9999999,68361.56999999999,46.93914502956356,grassPastureHay,NA,NA,NA,NA,NA,0.8026096640585739,0.06688413867154781,6.953190650821126,20.64072340255217
2011,20177,county,Other Crops,1639800,163.98,0.11259368387747434,all cult,NA,NA,NA,NA,NA,0.8026096640585739,0.06688413867154781,6.953190650821126,20.64072340255217
2011,20177,county,Sorghum,1548899.9999999998,154.89,0.10635221182938162,all cult,Sorghum,NA,NA,112,17347.68,0.8026096640585739,0.06688413867154781,6.953190650821126,20.64072340255217
2011,20177,county,Soybeans,134797500,13479.75,9.25560867329787,all cult,Soybeans,0.12967375201830258,44,56,754866,0.8026096640585739,0.06688413867154781,6.953190650821126,20.64072340255217
2011,20177,county,Wheat,8235900,823.59,0.5655020862583796,all cult,Wheat,NA,NA,89,73299.51000000001,0.8026096640585739,0.06688413867154781,6.953190650821126,20.64072340255217
2011,20197,county,Corn,99912600,9991.26,4.83456127316704,all cult,Corn,0.20397818926767713,23,250,2497815,0.7668263852231023,0.06390219876859186,6.636581566663315,20.627371739953535
2011,20197,county,Developed,72841500,7284.15,3.524647491701717,developed,NA,NA,NA,NA,NA,0.7668263852231023,0.06390219876859186,6.636581566663315,20.627371739953535
2011,20197,county,Double Crop,3545100,354.51,0.17153995761800286,all cult,NA,NA,NA,NA,NA,0.7668263852231023,0.06390219876859186,6.636581566663315,20.627371739953535
2011,20197,county,Grass/Pasture/Shrubland,1610830799.9999998,161083.08,77.944725723329,grassPastureHay,NA,NA,NA,NA,NA,0.7668263852231023,0.06390219876859186,6.636581566663315,20.627371739953535
2011,20197,county,Other Crops,5405400,540.54,0.26155597498190536,all cult,NA,NA,NA,NA,NA,0.7668263852231023,0.06390219876859186,6.636581566663315,20.627371739953535
2011,20197,county,Sorghum,821700,82.17,0.03976034051922737,all cult,Sorghum,NA,NA,112,9203.04,0.7668263852231023,0.06390219876859186,6.636581566663315,20.627371739953535
2011,20197,county,Soybeans,106509599.99999999,10650.96,5.153776274268832,all cult,Soybeans,0.2075902462630556,31,56,596453.76,0.7668263852231023,0.06390219876859186,6.636581566663315,20.627371739953535
2011,20197,county,Wheat,17212500,1721.25,0.832876793461362,all cult,Wheat,NA,NA,89,153191.25,0.7668263852231023,0.06390219876859186,6.636581566663315,20.627371739953535
2011,20209,county,Corn,8394300,839.43,2.146585532008911,all cult,Corn,NA,NA,250,209857.5,0.91848266223073,0.07654022185256083,7.489466647444123,20.523306695346196
2011,20209,county,Developed,197633700,19763.37,50.53877524717839,developed,NA,NA,NA,NA,NA,0.91848266223073,0.07654022185256083,7.489466647444123,20.523306695346196
2011,20209,county,Double Crop,335700,33.57,0.08584500948207612,all cult,NA,NA,NA,NA,NA,0.91848266223073,0.07654022185256083,7.489466647444123,20.523306695346196
2011,20209,county,Grass/Pasture/Shrubland,77600700,7760.07,19.844006039069832,grassPastureHay,NA,NA,NA,NA,NA,0.91848266223073,0.07654022185256083,7.489466647444123,20.523306695346196
2011,20209,county,Other Crops,6300,0.63,0.00161103234952957,all cult,NA,NA,NA,NA,NA,0.91848266223073,0.07654022185256083,7.489466647444123,20.523306695346196
2011,20209,county,Sorghum,77400,7.74,0.01979268315136339,all cult,Sorghum,NA,NA,112,866.88,0.91848266223073,0.07654022185256083,7.489466647444123,20.523306695346196
2011,20209,county,Soybeans,13499100,1349.91,3.4519820300848783,all cult,Soybeans,NA,NA,56,75594.96,0.91848266223073,0.07654022185256083,7.489466647444123,20.523306695346196
2011,20209,county,Wheat,112500,11.25,0.02876843481302819,all cult,Wheat,NA,NA,89,1001.25,0.91848266223073,0.07654022185256083,7.489466647444123,20.523306695346196
2012,20005,county,Corn,214648200,21464.82,19.34420565212419,all cult,Corn,NA,NA,250,5366205,0.5797385847600828,0.0483115487300069,8.557122373772456,23.004922301510753
2012,20005,county,Developed,64524600,6452.46,5.814989979049685,developed,NA,NA,NA,NA,NA,0.5797385847600828,0.0483115487300069,8.557122373772456,23.004922301510753
2012,20005,county,Double Crop,3922200.0000000005,392.22,0.3534706715861652,all cult,NA,NA,NA,NA,NA,0.5797385847600828,0.0483115487300069,8.557122373772456,23.004922301510753
2012,20005,county,Grass/Pasture/Shrubland,410191200,41019.12,36.96664090121233,grassPastureHay,NA,NA,NA,NA,NA,0.5797385847600828,0.0483115487300069,8.557122373772456,23.004922301510753
2012,20005,county,Other Crops,495900.00000000006,49.59,0.04469076182743851,all cult,NA,NA,NA,NA,NA,0.5797385847600828,0.0483115487300069,8.557122373772456,23.004922301510753
2012,20005,county,Sorghum,34200,3.42,0.00308212150534058,all cult,Sorghum,NA,NA,112,383.03999999999996,0.5797385847600828,0.0483115487300069,8.557122373772456,23.004922301510753
2012,20005,county,Soybeans,230660099.99999997,23066.01,20.787206275848252,all cult,Soybeans,NA,NA,56,1291696.5599999998,0.5797385847600828,0.0483115487300069,8.557122373772456,23.004922301510753
2012,20005,county,Wheat,3143700,314.37,0.28331185310933343,all cult,Wheat,NA,NA,89,27978.93,0.5797385847600828,0.0483115487300069,8.557122373772456,23.004922301510753
2012,20013,county,Corn,452479500,45247.95,30.3766975133348,all cult,Corn,0.19159817805316032,17,250,11311987.5,0.6148331042610682,0.05123609202175568,7.765417030530121,22.65977726471732
2012,20013,county,Developed,76700700,7670.07,5.149214412942549,developed,NA,NA,NA,NA,NA,0.6148331042610682,0.05123609202175568,7.765417030530121,22.65977726471732
2012,20013,county,Double Crop,2175300,217.53,0.1460362957896594,all cult,NA,NA,NA,NA,NA,0.6148331042610682,0.05123609202175568,7.765417030530121,22.65977726471732
2012,20013,county,Grass/Pasture/Shrubland,378548100,37854.81,25.413396911788517,grassPastureHay,NA,NA,NA,NA,NA,0.6148331042610682,0.05123609202175568,7.765417030530121,22.65977726471732
2012,20013,county,Other Crops,1843200,184.32,0.12374113933687315,all cult,NA,NA,NA,NA,NA,0.6148331042610682,0.05123609202175568,7.765417030530121,22.65977726471732
2012,20013,county,Sorghum,134100,13.41,0.00900265125058305,all cult,Sorghum,NA,NA,112,1501.92,0.6148331042610682,0.05123609202175568,7.765417030530121,22.65977726471732
2012,20013,county,Soybeans,447952500,44795.25,30.07278250802988,all cult,Soybeans,0.1420511887061807,4,56,2508534,0.6148331042610682,0.05123609202175568,7.765417030530121,22.65977726471732
2012,20013,county,Wheat,6833700,683.37,0.458772690910585,all cult,Wheat,NA,NA,89,60819.93,0.6148331042610682,0.05123609202175568,7.765417030530121,22.65977726471732
2012,20045,county,Corn,89748900,8974.89,7.218088760176123,all cult,Corn,0.2615143651333157,12,250,2243722.5,0.5647945510541449,0.04706621258784541,8.9364475111757,23.16345808073241
2012,20045,county,Developed,149157000,14915.7,11.996007362782048,developed,NA,NA,NA,NA,NA,0.5647945510541449,0.04706621258784541,8.9364475111757,23.16345808073241
2012,20045,county,Double Crop,8729100,872.91,0.7020411235842823,all cult,NA,NA,NA,NA,NA,0.5647945510541449,0.04706621258784541,8.9364475111757,23.16345808073241
2012,20045,county,Grass/Pasture/Shrubland,580386600,58038.66,46.67780879784415,grassPastureHay,NA,NA,NA,NA,NA,0.5647945510541449,0.04706621258784541,8.9364475111757,23.16345808073241
2012,20045,county,Other Crops,529200,52.919999999999995,0.04256110739948014,all cult,NA,NA,NA,NA,NA,0.5647945510541449,0.04706621258784541,8.9364475111757,23.16345808073241
2012,20045,county,Sorghum,56700,5.67,0.0045601186499443,all cult,Sorghum,NA,NA,112,635.04,0.5647945510541449,0.04706621258784541,8.9364475111757,23.16345808073241
2012,20045,county,Soybeans,123990300,12399.03,9.9719661277282,all cult,Soybeans,0.21429864133603216,9,56,694345.68,0.5647945510541449,0.04706621258784541,8.9364475111757,23.16345808073241
2012,20045,county,Wheat,10277100,1027.71,0.826539601011333,all cult,Wheat,NA,NA,89,91466.19,0.5647945510541449,0.04706621258784541,8.9364475111757,23.16345808073241
2012,20061,county,Corn,40662000,4066.2,3.8101310017153174,all cult,Corn,0.2788051240384963,13,250,1016550,0.600948124396801,0.050079010366400084,8.254879315694195,22.95867849985761
2012,20061,county,Developed,75908700.00000001,7590.870000000001,7.112834862277005,developed,NA,NA,NA,NA,NA,0.600948124396801,0.050079010366400084,8.254879315694195,22.95867849985761
2012,20061,county,Double Crop,10896300.000000002,1089.63,1.0210105364711677,all cult,NA,NA,NA,NA,NA,0.600948124396801,0.050079010366400084,8.254879315694195,22.95867849985761
2012,20061,county,Grass/Pasture/Shrubland,616905900,61690.59,57.80562428633834,grassPastureHay,NA,NA,NA,NA,NA,0.600948124396801,0.050079010366400084,8.254879315694195,22.95867849985761
2012,20061,county,Other Crops,10993500,1099.35,1.030118419343794,all cult,NA,NA,NA,NA,NA,0.600948124396801,0.050079010366400084,8.254879315694195,22.95867849985761
2012,20061,county,Sorghum,9207000,920.7,0.8627189054348761,all cult,Sorghum,NA,NA,112,103118.40000000001,0.600948124396801,0.050079010366400084,8.254879315694195,22.95867849985761
2012,20061,county,Soybeans,52936200,5293.62,4.960254211130845,all cult,Soybeans,0.24268554164141903,6,56,296442.72,0.600948124396801,0.050079010366400084,8.254879315694195,22.95867849985761
2012,20061,county,Wheat,34029000,3402.9,3.1886023279073963,all cult,Wheat,NA,NA,89,302858.10000000003,0.600948124396801,0.050079010366400084,8.254879315694195,22.95867849985761
2012,20085,county,Corn,123039900,12303.99,7.234680064477139,all cult,Corn,NA,NA,250,3075997.5,0.5698540091701105,0.04748783409750921,8.213685365707178,23.007301576229473
2012,20085,county,Developed,72131400,7213.14,4.24128759534774,developed,NA,NA,NA,NA,NA,0.5698540091701105,0.04748783409750921,8.213685365707178,23.007301576229473
2012,20085,county,Double Crop,2379600,237.96,0.13991920248171366,all cult,NA,NA,NA,NA,NA,0.5698540091701105,0.04748783409750921,8.213685365707178,23.007301576229473
2012,20085,county,Grass/Pasture/Shrubland,1095495300,109549.53,64.41453550952498,grassPastureHay,NA,NA,NA,NA,NA,0.5698540091701105,0.04748783409750921,8.213685365707178,23.007301576229473
2012,20085,county,Other Crops,2361600,236.16,0.1388608121452408,all cult,NA,NA,NA,NA,NA,0.5698540091701105,0.04748783409750921,8.213685365707178,23.007301576229473
2012,20085,county,Sorghum,525600,52.56,0.03090499782500786,all cult,Sorghum,NA,NA,112,5886.72,0.5698540091701105,0.04748783409750921,8.213685365707178,23.007301576229473
2012,20085,county,Soybeans,156639600,15663.96,9.210324386054229,all cult,Soybeans,NA,NA,56,877181.76,0.5698540091701105,0.04748783409750921,8.213685365707178,23.007301576229473
2012,20085,county,Wheat,10197900,1019.79,0.5996310451287056,all cult,Wheat,NA,NA,89,90761.31,0.5698540091701105,0.04748783409750921,8.213685365707178,23.007301576229473
2012,20087,county,Corn,141028200,14102.82,9.813331396109811,all cult,Corn,0.2566728690542226,26,250,3525705,0.5659295676384284,0.047160797303202356,8.694787907254891,23.039829729605437
2012,20087,county,Developed,82546200.00000001,8254.62,5.743909488241074,developed,NA,NA,NA,NA,NA,0.5659295676384284,0.047160797303202356,8.694787907254891,23.039829729605437
2012,20087,county,Double Crop,3574799.9999999995,357.47999999999996,0.24874952013011123,all cult,NA,NA,NA,NA,NA,0.5659295676384284,0.047160797303202356,8.694787907254891,23.039829729605437
2012,20087,county,Grass/Pasture/Shrubland,661351500.0000001,66135.15000000001,46.01960061047591,grassPastureHay,NA,NA,NA,NA,NA,0.5659295676384284,0.047160797303202356,8.694787907254891,23.039829729605437
2012,20087,county,Other Crops,809100,80.91,0.0563005585591566,all cult,NA,NA,NA,NA,NA,0.5659295676384284,0.047160797303202356,8.694787907254891,23.039829729605437
2012,20087,county,Sorghum,515700,51.57,0.03588456068342239,all cult,Sorghum,NA,NA,112,5775.84,0.5659295676384284,0.047160797303202356,8.694787907254891,23.039829729605437
2012,20087,county,Soybeans,158442300,15844.23,11.025077233218957,all cult,Soybeans,0.2031722732966197,8,56,887276.88,0.5659295676384284,0.047160797303202356,8.694787907254891,23.039829729605437
2012,20087,county,Wheat,4333500,433.35,0.30154303610938715,all cult,Wheat,NA,NA,89,38568.15,0.5659295676384284,0.047160797303202356,8.694787907254891,23.039829729605437
2012,20091,county,Corn,47227500,4722.75,3.8577892790583976,all cult,Corn,NA,NA,250,1180687.5,0.6423209012861204,0.05352674177384336,9.112569286205174,22.99664397576845
2012,20091,county,Developed,562403700,56240.37,45.94007653089355,developed,NA,NA,NA,NA,NA,0.6423209012861204,0.05352674177384336,9.112569286205174,22.99664397576845
2012,20091,county,Double Crop,5853600,585.36,0.4781526721485625,all cult,NA,NA,NA,NA,NA,0.6423209012861204,0.05352674177384336,9.112569286205174,22.99664397576845
2012,20091,county,Grass/Pasture/Shrubland,379890000,37989,31.031402662040016,grassPastureHay,NA,NA,NA,NA,NA,0.6423209012861204,0.05352674177384336,9.112569286205174,22.99664397576845
2012,20091,county,Other Crops,268200,26.82,0.02190797913595812,all cult,NA,NA,NA,NA,NA,0.6423209012861204,0.05352674177384336,9.112569286205174,22.99664397576845
2012,20091,county,Sorghum,65700,6.57,0.00536671972122464,all cult,Sorghum,NA,NA,112,735.84,0.6423209012861204,0.05352674177384336,9.112569286205174,22.99664397576845
2012,20091,county,Soybeans,75255300,7525.53,6.147246615474531,all cult,Soybeans,NA,NA,56,421429.68,0.6423209012861204,0.05352674177384336,9.112569286205174,22.99664397576845
2012,20091,county,Wheat,3919500,391.95,0.32016526556073027,all cult,Wheat,NA,NA,89,34883.549999999996,0.6423209012861204,0.05352674177384336,9.112569286205174,22.99664397576845
2012,20103,county,Corn,65124900,6512.49,5.5142651824993845,all cult,Corn,NA,NA,250,1628122.5,0.5867901499505136,0.0488991791625428,8.866269309847985,23.12801164614611
2012,20103,county,Developed,122810400.00000001,12281.04,10.398620385886542,developed,NA,NA,NA,NA,NA,0.5867901499505136,0.0488991791625428,8.866269309847985,23.12801164614611
2012,20103,county,Double Crop,3074400,307.44,0.2603160523405964,all cult,NA,NA,NA,NA,NA,0.5867901499505136,0.0488991791625428,8.866269309847985,23.12801164614611
2012,20103,county,Grass/Pasture/Shrubland,554043600,55404.36,46.91206179305636,grassPastureHay,NA,NA,NA,NA,NA,0.5867901499505136,0.0488991791625428,8.866269309847985,23.12801164614611
2012,20103,county,Other Crops,379799.99999999994,37.98,0.03215848187579968,all cult,NA,NA,NA,NA,NA,0.5867901499505136,0.0488991791625428,8.866269309847985,23.12801164614611
2012,20103,county,Sorghum,92700,9.27,0.00784910813556248,all cult,Sorghum,NA,NA,112,1038.24,0.5867901499505136,0.0488991791625428,8.866269309847985,23.12801164614611
2012,20103,county,Soybeans,116407800,11640.78,9.856498489999248,all cult,Soybeans,0.1970804183036175,6,56,651883.68,0.5867901499505136,0.0488991791625428,8.866269309847985,23.12801164614611
2012,20103,county,Wheat,3077100,307.71,0.2605446671406613,all cult,Wheat,NA,NA,89,27386.19,0.5867901499505136,0.0488991791625428,8.866269309847985,23.12801164614611
2012,20117,county,Corn,410096700,41009.67,17.627379473596047,all cult,Corn,0.30096238232408073,14,250,10252417.5,0.5966654939299139,0.04972212449415949,7.300590054194155,22.490846927960735
2012,20117,county,Developed,106621200.00000001,10662.12,4.582949222293618,developed,NA,NA,NA,NA,NA,0.5966654939299139,0.04972212449415949,7.300590054194155,22.490846927960735
2012,20117,county,Double Crop,26459100.000000004,2645.9100000000003,1.1373039486292509,all cult,NA,NA,NA,NA,NA,0.5966654939299139,0.04972212449415949,7.300590054194155,22.490846927960735
2012,20117,county,Grass/Pasture/Shrubland,688626000,68862.6,29.59953546903585,grassPastureHay,NA,NA,NA,NA,NA,0.5966654939299139,0.04972212449415949,7.300590054194155,22.490846927960735
2012,20117,county,Other Crops,14280300.000000002,1428.0300000000002,0.6138168561141645,all cult,NA,NA,NA,NA,NA,0.5966654939299139,0.04972212449415949,7.300590054194155,22.490846927960735
2012,20117,county,Sorghum,19368900,1936.89,0.832542544931804,all cult,Sorghum,NA,NA,112,216931.68000000002,0.5966654939299139,0.04972212449415949,7.300590054194155,22.490846927960735
2012,20117,county,Soybeans,580411800,58041.18,24.948113577975477,all cult,Soybeans,NA,NA,56,3250306.08,0.5966654939299139,0.04972212449415949,7.300590054194155,22.490846927960735
2012,20117,county,Wheat,153392400,15339.24,6.593337725384366,all cult,Wheat,NA,NA,89,1365192.3599999999,0.5966654939299139,0.04972212449415949,7.300590054194155,22.490846927960735
2012,20127,county,Corn,70291800,7029.18,3.882098565996471,all cult,Corn,NA,NA,250,1757295,0.5720029333854044,0.047666911115450364,8.294406870249178,22.70844098340286
2012,20127,county,Developed,70868700,7086.87,3.913959788254592,developed,NA,NA,NA,NA,NA,0.5720029333854044,0.047666911115450364,8.294406870249178,22.70844098340286
2012,20127,county,Double Crop,29743200,2974.32,1.6426671968586128,all cult,NA,NA,NA,NA,NA,0.5720029333854044,0.047666911115450364,8.294406870249178,22.70844098340286
2012,20127,county,Grass/Pasture/Shrubland,1247698800,124769.88,68.90831821457863,grassPastureHay,NA,NA,NA,NA,NA,0.5720029333854044,0.047666911115450364,8.294406870249178,22.70844098340286
2012,20127,county,Other Crops,18826200,1882.62,1.0397395432065015,all cult,NA,NA,NA,NA,NA,0.5720029333854044,0.047666911115450364,8.294406870249178,22.70844098340286
2012,20127,county,Sorghum,19832400,1983.24,1.0953102865521784,all cult,Sorghum,NA,NA,112,222122.88,0.5720029333854044,0.047666911115450364,8.294406870249178,22.70844098340286
2012,20127,county,Soybeans,140276700,14027.67,7.747247558217561,all cult,Soybeans,NA,NA,56,785549.52,0.5720029333854044,0.047666911115450364,8.294406870249178,22.70844098340286
2012,20127,county,Wheat,93882600,9388.26,5.184978999428387,all cult,Wheat,NA,NA,89,835555.14,0.5720029333854044,0.047666911115450364,8.294406870249178,22.70844098340286
2012,20131,county,Corn,419224500,41922.45,22.273306508106145,all cult,Corn,NA,NA,250,10480612.5,0.5946834407175581,0.049556953393129835,7.577908311066826,22.444876942811213
2012,20131,county,Developed,87418800.00000001,8741.880000000001,4.644541831335787,developed,NA,NA,NA,NA,NA,0.5946834407175581,0.049556953393129835,7.577908311066826,22.444876942811213
2012,20131,county,Double Crop,8766000,876.6,0.4657356734877338,all cult,NA,NA,NA,NA,NA,0.5946834407175581,0.049556953393129835,7.577908311066826,22.444876942811213
2012,20131,county,Grass/Pasture/Shrubland,685155600,68515.56,36.402168013905126,grassPastureHay,NA,NA,NA,NA,NA,0.5946834407175581,0.049556953393129835,7.577908311066826,22.444876942811213
2012,20131,county,Other Crops,15570000,1557,0.827230713689712,all cult,NA,NA,NA,NA,NA,0.5946834407175581,0.049556953393129835,7.577908311066826,22.444876942811213
2012,20131,county,Sorghum,405900.00000000006,40.59,0.02156537872104394,all cult,Sorghum,NA,NA,112,4546.08,0.5946834407175581,0.049556953393129835,7.577908311066826,22.444876942811213
2012,20131,county,Soybeans,427657500,42765.75,22.721349964017858,all cult,Soybeans,NA,NA,56,2394882,0.5946834407175581,0.049556953393129835,7.577908311066826,22.444876942811213
2012,20131,county,Wheat,26840700,2684.07,1.426040553431693,all cult,Wheat,NA,NA,89,238882.23,0.5946834407175581,0.049556953393129835,7.577908311066826,22.444876942811213
2012,20139,county,Corn,132603300,13260.33,7.163381317069945,all cult,Corn,NA,NA,250,3315082.5,0.5668456238361255,0.047237135319677125,8.739818095725443,22.999237419372303
2012,20139,county,Developed,97224300,9722.43,5.252167436143773,developed,NA,NA,NA,NA,NA,0.5668456238361255,0.047237135319677125,8.739818095725443,22.999237419372303
2012,20139,county,Double Crop,16681500,1668.15,0.9011536322301352,all cult,NA,NA,NA,NA,NA,0.5668456238361255,0.047237135319677125,8.739818095725443,22.999237419372303
2012,20139,county,Grass/Pasture/Shrubland,1099197000,109919.7,59.37987405727711,grassPastureHay,NA,NA,NA,NA,NA,0.5668456238361255,0.047237135319677125,8.739818095725443,22.999237419372303
2012,20139,county,Other Crops,1477800,147.78,0.07983243939152318,all cult,NA,NA,NA,NA,NA,0.5668456238361255,0.047237135319677125,8.739818095725443,22.999237419372303
2012,20139,county,Sorghum,1173600,117.36,0.06339920887122182,all cult,Sorghum,NA,NA,112,13144.32,0.5668456238361255,0.047237135319677125,8.739818095725443,22.999237419372303
2012,20139,county,Soybeans,229076100,22907.61,12.374951867165043,all cult,Soybeans,NA,NA,56,1282826.1600000001,0.5668456238361255,0.047237135319677125,8.739818095725443,22.999237419372303
2012,20139,county,Wheat,15833699.999999998,1583.37,0.8553545104842065,all cult,Wheat,NA,NA,89,140919.93,0.5668456238361255,0.047237135319677125,8.739818095725443,22.999237419372303
2012,20149,county,Corn,140344200,14034.42,6.329677573600595,all cult,Corn,0.2134849876856868,67,250,3508605,0.5952251366608861,0.04960209472174051,7.95325249758636,22.90746279340804
2012,20149,county,Developed,101947500,10194.75,4.597944228793542,developed,NA,NA,NA,NA,NA,0.5952251366608861,0.04960209472174051,7.95325249758636,22.90746279340804
